last_name, first_name,player_id,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,
Contreras, Willson,575929,2017,66.8,22.6,29.6,46,52.3,109,237,50.8,801,75.9,117,518,49.2,776,
Gyorko, Jedd,576397,2017,69.9,18.5,28.4,42.4,57.6,117,276,52.1,971,81.5,115,623,47.9,891,
Iglesias, Jose,578428,2017,57.7,7.7,34.4,29.8,69.6,86,289,47.6,840,90.8,41,533,52.4,924,
Travis, Devon,581527,2017,65.7,11.3,28.5,35.9,63.1,37,103,49.1,362,88.3,28,247,50.9,376,
Hechavarria, Adeiny,588751,2017,73.8,14.7,42,41.3,57.5,99,240,50,572,84.9,62,423,50,573,
Torreyes, Ronald,591720,2017,75.9,11,39.6,24.9,73.1,49,197,47.3,497,88.3,46,420,52.7,553,
Osuna, Jose,591741,2017,69.7,15.8,32.9,31.9,68.1,45,141,52.3,428,84.2,43,272,47.7,390,
Valera, Breyvic,591971,2017,56,14.3,27.3,33.3,66.7,1,3,30.6,11,85.7,2,14,69.4,25,
Garcia, Willy,591994,2017,63.8,23.4,26.7,46.4,50.7,32,69,53.9,258,76.6,33,141,46.1,221,
Austin, Tyler,592122,2017,62.6,29.8,29,51.7,48.3,15,29,52.4,100,70.2,17,57,47.6,91,
Bryant, Kris,592178,2017,70.9,18.1,24.5,38.2,61.8,133,348,54.9,1423,81.9,150,830,45.1,1170,
Canha, Mark,592192,2017,67,18.8,34.8,37.7,62.3,57,151,52.8,434,80.8,49,260,47.2,388,
Casali, Curt,592200,2017,47.8,27.3,16.1,40,60,2,5,57.4,31,72.7,3,11,42.6,23,
Castellanos, Nick,592206,2017,72.9,17.6,32,46,54,198,430,52.9,1342,82.3,153,870,47.1,1194,
Cowart, Kaleb,592230,2017,72.4,20.4,25.8,53.3,46.7,32,60,52.6,233,77.6,31,152,47.4,210,
DeShields, Delino,592261,2017,58.1,15.8,19.1,46.5,50.9,74,159,46,833,81,90,568,54,977,
Drury, Brandon,592273,2017,63.4,15.8,28.2,40.2,59.8,105,261,51,924,84.2,89,562,49,886,
Foltynewicz, Mike,592314,2017,71.7,33.3,45.2,69.7,27.3,23,33,44.2,73,57.6,22,66,55.8,92,
Gamel, Ben,592325,2017,62.1,14.8,26.8,36.6,63,104,284,49.1,1059,85,101,681,50.9,1096,
Goodrum, Niko,592348,2017,84.1,27,28.6,58.3,41.7,7,12,48.8,42,73,10,37,51.2,44,
Gray, Jon,592351,2017,50.9,34.5,32.9,60.9,34.8,14,23,39.3,70,58.2,19,55,60.7,108,
Healy, Ryon,592387,2017,62.1,17,33.8,44,56,173,393,51.6,1164,82.9,115,677,48.4,1090,
Holaday, Bryan,592407,2017,72.9,2.9,43.2,36.8,63.2,7,19,47.8,44,97.1,1,35,52.2,48,
Hoying, Jared,592419,2017,65.9,19.5,34.4,53.8,44.2,28,52,53.4,151,78.2,17,87,46.6,132,
Jones, JaCoby,592444,2017,65.5,30.8,30.2,57.6,42.4,49,85,47.8,281,67.7,62,201,52.2,307,
Judge, Aaron,592450,2017,66.1,22.8,22.5,60.7,39.3,232,382,57.9,1696,77.2,186,816,42.1,1235,
Machado, Manny,592518,2017,71.8,13.2,29.7,39.1,60.7,157,402,54.3,1353,86.6,108,818,45.7,1139,
Moran, Colin,592567,2017,77.8,14.3,36.8,28.6,71.4,2,7,51.4,19,85.7,2,14,48.6,18,
Nicholas, Brett,592592,2017,72.5,19.5,45.7,33.3,66.7,16,48,46.7,105,80.5,17,87,53.3,120,
Nicolino, Justin,592593,2017,75.9,13.6,27.3,33.3,66.7,2,6,43.1,22,86.4,3,22,56.9,29,
Parker, Jarrett,592620,2017,66.3,22.3,20.8,52.1,47.9,37,71,46.9,341,77.3,57,256,53.1,386,
Pederson, Joc,592626,2017,67.8,18.4,23.3,37.2,61.6,64,172,54.5,739,80.4,77,419,45.5,618,
Ray, Robbie,592662,2017,69.1,30.3,38.2,54.8,38.1,23,42,50,110,63.2,23,76,50,110,
Realmuto, J.T.,592663,2017,67,13.3,28.7,34.1,65.9,102,299,48.4,1043,86.6,99,744,51.6,1111,
Renfroe, Hunter,592669,2017,68,27.3,31.8,43.6,56.4,140,321,55.1,1010,72.7,153,560,44.9,824,
Robinson, Drew,592685,2017,70.7,21.5,20.2,58.5,39.6,31,53,48.1,262,78.5,43,200,51.9,283,
Rosario, Eddie,592696,2017,76,20.2,36.7,31,68.5,129,416,52.6,1132,78.8,157,777,47.4,1022,
Rutledge, Josh,592710,2017,54.2,14.1,29.1,49.2,50.8,29,59,44.9,203,85.9,19,135,55.1,249,
Simmons, Andrelton,592743,2017,66.4,10,26.9,22.3,76.1,69,310,50.9,1154,89.3,74,739,49.1,1113,
Syndergaard, Noah,592789,2017,62.5,20,26.5,66.7,33.3,6,9,68,34,80,2,10,32,16,
Taillon, Jameson,592791,2017,65.5,12.7,39.1,44.4,38.9,8,18,35.4,46,80,7,55,64.6,84,
Toles, Andrew,592808,2017,75.6,9.7,34.1,31.1,68.9,23,74,57,217,89.5,12,124,43,164,
Velasquez, Vince,592826,2017,75,12.1,23.7,33.3,66.7,3,9,46.3,38,78.8,4,33,53.7,44,
Walker, Taijuan,592836,2017,61.8,26.3,31.8,42.9,50,12,28,41.7,88,68.4,20,76,58.3,123,
Williams, Mason,592863,2017,75.8,20,27.3,25,75,3,12,57.1,44,76,5,25,42.9,33,
Williams, Trevor,592866,2017,58.4,13.6,28.4,42.9,47.6,9,21,42.3,74,81.4,8,59,57.7,101,
Wojciechowski, Asher,592879,2017,55.2,43.8,48,66.7,16.7,8,12,46.3,25,31.3,7,16,53.7,29,
Yelich, Christian,592885,2017,64.1,14.2,23,42.5,57.5,147,346,52.6,1503,85.6,123,867,47.4,1353,
Merrifield, Whit,593160,2017,68.5,11.4,32.2,30.9,68.5,115,372,48.9,1155,88.3,94,826,51.1,1206,
Martinez, Carlos,593372,2017,72,18.8,49.2,39,54.2,23,59,50.4,120,74.1,16,85,49.6,118,
Bogaerts, Xander,593428,2017,55,12.4,29,37.3,62.7,136,365,50.8,1259,87.5,83,672,49.2,1221,
Hernandez, Marco,593523,2017,74.3,25,38,39.1,58.7,18,46,51.7,121,71.4,21,84,48.3,113,
Calixte, Orlando,593525,2017,74.8,26,23.6,52.4,47.6,11,21,46.4,89,71.4,20,77,53.6,103,
Torres, Ramon,593527,2017,62.7,16,31,18.2,79.5,8,44,45.7,142,83,17,106,54.3,169,
Bonifacio, Jorge,593528,2017,79.8,25.2,25.7,47.9,52.1,104,217,50.2,843,74.7,168,667,49.8,836,
Hanson, Alen,593700,2017,70.1,14.5,30,52.5,45.8,63,120,48.1,400,83.8,44,303,51.9,432,
Polanco, Jorge,593871,2017,62.3,8.7,24.3,30.2,66.9,73,242,48.3,997,89.8,58,665,51.7,1067,
Sano, Miguel,593934,2017,74.2,30.7,26.1,61.8,38.2,168,272,53.1,1044,69.3,210,685,46.9,923,
May, Jacob,594576,2017,67,23.8,27.1,52.2,43.5,12,23,47.5,85,74.6,15,63,52.5,94,
Difo, Wilmer,594694,2017,71.8,19.5,34.8,37.4,61.3,88,235,51,675,78.5,91,466,49,649,
Calhoun, Kole,594777,2017,70.8,18.2,29.1,41,58.7,162,395,54.4,1359,81.4,147,806,45.6,1138,
deGrom, Jacob,594798,2017,71.2,20.2,40.4,47.7,47.7,21,44,46.6,109,77.5,18,89,53.4,125,
Duvall, Adam,594807,2017,66.3,19.3,31.4,39,61,156,400,52.1,1275,80.7,150,778,47.9,1174,
Eaton, Adam,594809,2017,62.4,16,24.1,31.4,68.6,16,51,50.2,212,82.4,21,131,49.8,210,
Garcia, Greg,594824,2017,63.1,13.8,14,45.6,50.6,36,79,48.1,566,84.4,53,385,51.9,610,
Gattis, Evan,594828,2017,68.7,14.4,33.3,35.1,64.9,72,205,55.4,615,85.6,49,340,44.6,495,
Gosselin, Phil,594838,2017,56.7,9.1,34.5,51.7,48.3,15,29,46.4,84,90.9,5,55,53.6,97,
Lively, Ben,594902,2017,78.7,29.7,34.6,66.7,22.2,6,9,35.6,26,70.3,11,37,64.4,47,
Schebler, Scott,594988,2017,76.3,22.9,32.9,41.5,58.2,137,330,54.2,1004,76.5,148,646,45.8,847,
Brugman, Jaycob,595144,2017,63.5,14,24.5,43.4,56.6,36,83,51.8,339,84.5,28,200,48.2,315,
Eickhoff, Jerad,595191,2017,65.5,18.4,52.9,29.6,59.3,8,27,46.8,51,73.7,7,38,53.2,58,
Hannemann, Jacob,595238,2017,75.7,21.4,31.3,50,50,5,10,46.4,32,78.6,6,28,53.6,37,
Kiermaier, Kevin,595281,2017,69.8,18.9,29,43.1,56,107,248,52.3,855,78.5,103,545,47.7,781,
Knapp, Andrew,595284,2017,65.1,21.1,19.6,48.8,51.2,39,80,50.1,409,78.1,56,265,49.9,407,
Riddle, JT,595375,2017,72.4,16.8,31.8,36,63.3,50,139,49.1,437,81.1,55,328,50.9,453,
Stassi, Brock,595426,2017,62.9,17.3,21.6,13.6,86.4,6,44,50.2,204,82.7,22,127,49.8,202,
Wallach, Chad,595453,2017,79.2,36.8,34.8,50,50,4,8,48.9,23,63.2,7,19,51.1,24,
Alfaro, Jorge,595751,2017,82.3,23.4,42.2,63.1,36.9,53,84,50.9,199,76.6,37,158,49.1,192,
Profar, Jurickson,595777,2017,67.2,22.2,25.5,18.9,78.4,7,37,52,145,77.8,20,90,48,134,
Baez, Javier,595879,2017,73.1,24.4,43,51.9,47.7,222,428,55.2,995,74.9,144,589,44.8,806,
Bird, Greg,595885,2017,69.5,26.4,16.9,46.8,53.2,29,62,50.8,366,73.6,65,246,49.2,354,
Cole, A.J.,595918,2017,64.5,25,25.9,14.3,71.4,1,7,46.6,27,65,5,20,53.4,31,
Evans, Phillip,595943,2017,64.5,20.4,20,46.2,53.8,6,13,46.1,65,79.6,10,49,53.9,76,
Gallagher, Cam,595956,2017,60,13.3,23.3,40,60,4,10,46.2,43,86.7,4,30,53.8,50,
Hedges, Austin,595978,2017,71.2,21.5,35.8,50.5,49.5,140,277,51.4,774,78.4,112,522,48.6,733,
Lindor, Francisco,596019,2017,67.9,9.1,28.8,28.6,70.9,118,412,52.6,1430,90.5,80,876,47.4,1291,
Odor, Rougned,596059,2017,71.7,17,37.2,40,59.6,195,488,54.6,1311,82.8,133,781,45.4,1090,
Peters, Dillon,596071,2017,50,35.7,9.1,50,50,1,2,44,22,35.7,5,14,56,28,
Slater, Austin,596103,2017,66,15.1,26.7,58.3,41.7,35,60,48.3,225,84.9,24,159,51.7,241,
Smith Jr., Dwight,596105,2017,63.1,17.1,21.1,66.7,33.3,8,12,46.7,57,82.9,7,41,53.3,65,
Stephenson, Robert,596112,2017,77.6,31.6,31.3,60,30,6,10,39.5,32,42.1,12,38,60.5,49,
Story, Trevor,596115,2017,68.9,24.3,26.9,50.7,49,150,296,49.2,1102,75.4,191,786,50.8,1140,
Vogelbach, Daniel,596129,2017,59.6,12.9,31.9,39.1,60.9,9,23,58.1,72,87.1,4,31,41.9,52,
Weaver, Luke,596133,2017,67.4,45.2,25,33.3,66.7,3,9,43.9,36,38.7,14,31,56.1,46,
Sanchez, Gary,596142,2017,66.1,19.3,32.4,44,56,155,352,54.2,1088,80.7,117,607,45.8,919,
Sardinas, Luis,596143,2017,70.4,17.5,33,37.5,59.4,12,32,54.5,97,82.5,10,57,45.5,81,
Cuthbert, Cheslor,596144,2017,73.3,24,29.5,45.7,54.3,37,81,48.2,275,76,52,217,51.8,296,
Kepler, Max,596146,2017,61.1,13.8,26.8,40.4,59.2,118,292,51.4,1091,85.2,87,630,48.6,1031,
Franco, Maikel,596748,2017,74.8,17.8,28.3,33.8,66.2,116,343,52.6,1212,82.2,145,816,47.4,1091,
Choi, Ji-Man,596847,2017,66.7,21.4,30,58.3,41.7,7,12,65.6,40,78.6,3,14,34.4,21,
Bradley Jr., Jackie,598265,2017,67.5,24.4,25.4,43.9,56.1,107,244,48.6,960,75.6,167,684,51.4,1014,
Motter, Taylor,600301,2017,63.3,14.6,24.1,39.7,60.3,50,126,47.8,523,85.1,53,362,52.2,572,
La Stella, Tommy,600303,2017,65.6,11.9,20.3,25.4,74.6,15,59,46.5,290,87.2,26,219,53.5,334,
Read, Raudy,600466,2017,69.6,18.8,47.1,75,25,6,8,42.5,17,81.3,3,16,57.5,23,
Severino, Pedro,600474,2017,72.5,24.3,35.2,57.9,42.1,11,19,51.4,54,75.7,9,37,48.6,51,
Nunez, Renato,600524,2017,68.8,27.3,30.2,53.8,46.2,7,13,57.3,43,72.7,6,22,42.7,32,
Candelario, Jeimer,600869,2017,65.1,19.6,25.8,50,50,35,70,51.2,271,80.4,33,168,48.8,258,
Pivetta, Nick,601713,2017,64.5,31.9,35.5,59.1,31.8,13,22,36.7,62,60.9,22,69,63.3,107,
Ahmed, Nick,605113,2017,71.6,17.5,34.9,48.7,50.4,55,113,52.3,324,82.5,37,212,47.7,296,
Anderson, Brian,605119,2017,65.2,27.1,27.4,37.3,62.7,19,51,48.4,186,72.9,35,129,51.6,198,
Asche, Cody,605125,2017,67.9,23,23.3,79.2,20.8,19,24,48.6,103,77,17,74,51.4,109,
Barnes, Austin,605131,2017,57.3,9.8,13.8,35.2,64.8,25,71,48.3,514,90.2,31,315,51.7,550,
Bell, Josh,605137,2017,67.4,18.8,24.2,35,65,115,329,54.6,1358,81.2,143,761,45.4,1129,
Betts, Mookie,605141,2017,53.4,10.4,19.2,30.6,69.4,82,268,51.4,1394,89.5,73,704,48.6,1319,
Caratini, Victor,605170,2017,70.1,13.8,24.4,39.4,60.6,13,33,50.2,135,86.2,13,94,49.8,134,
Davies, Zach,605200,2017,59.7,12.5,21.8,18.2,63.6,4,22,43,101,80,10,80,57,134,
Davis, J.D.,605204,2017,77.7,32.7,23.1,44,56,11,25,45.4,108,67.3,33,101,54.6,130,
Featherston, Taylor,605227,2017,68,25.8,18.3,52.4,47.6,11,21,54.2,115,72.7,17,66,45.8,97,
Fisher, Derek,605233,2017,60.3,26.1,17.8,51.7,48.3,30,58,48.7,325,73.9,54,207,51.3,343,
Nola, Aaron,605400,2017,47.8,22.7,12.5,70,30,7,10,36.7,80,65.2,15,66,63.3,138,
Panik, Joe,605412,2017,64,7.3,23.2,21.2,78.8,54,255,50.8,1098,92.7,50,681,49.2,1064,
Ross, Joe,605452,2017,73.8,32.2,21.3,76.9,23.1,10,13,43.3,61,67.8,19,59,56.7,80,
Smith, Mallex,605480,2017,69.8,22.3,28.2,44.2,46.9,65,147,48.2,521,71.8,87,390,51.8,559,
Spangenberg, Cory,605486,2017,68.3,15.8,30.7,47.6,50.5,131,275,50.4,895,82.5,95,601,49.6,880,
Tomlinson, Kelby,605509,2017,64,13.3,23.5,29,68.8,27,93,47,396,85,38,286,53,447,
Woodruff, Brandon,605540,2017,50,7.1,16.7,66.7,33.3,2,3,39.1,18,92.9,1,14,60.9,28,
Zimmer, Bradley,605548,2017,71.5,24.1,22,54.6,44,77,141,49.2,640,75.3,114,473,50.8,662,
Arcia, Orlando,606115,2017,74.7,18.6,34.5,40.2,59.2,139,346,51,1004,80.6,134,720,49,964,
Perdomo, Luis,606131,2017,64.5,25,45.3,34.5,48.3,10,29,40.8,64,66.7,15,60,59.2,93,
Tapia, Raimel,606132,2017,75.3,13.9,45.9,31.4,66.7,49,156,56,340,84.6,28,201,44,267,
Montero, Rafael,606160,2017,76.1,20,42.9,26.7,46.7,4,15,43.2,35,68.6,7,35,56.8,46,
Hernandez, Teoscar,606192,2017,74.1,34.4,27.2,36.2,60.3,21,58,49.7,213,65,55,160,50.3,216,
Peraza, Jose,606299,2017,68.2,8.3,34.2,28.7,69.3,87,303,48.6,885,90.8,53,638,51.4,935,
Marte, Ketel,606466,2017,67.5,11.8,26.6,29,71,36,124,49.4,466,87.3,38,322,50.6,477,
Nimmo, Brandon,607043,2017,59.7,18.9,13.6,48.4,51.6,31,64,49.6,469,81.1,54,285,50.4,477,
Peterson, Jace,607054,2017,60.7,20.2,20.4,45.8,53.1,44,96,54.5,470,79,48,238,45.5,392,
Glasnow, Tyler,607192,2017,55.2,43.8,40,25,62.5,4,16,58,40,43.8,7,16,42,29,
Turner, Trea,607208,2017,65.1,16.1,21.9,42.5,56.4,77,181,48.8,826,82.4,91,564,51.2,866,
Romano, Sal,607219,2017,66.1,24.3,36.2,41.2,47.1,7,17,45.6,47,59.5,9,37,54.4,56,
Gsellman, Robert,607229,2017,46,0,9.7,28.6,57.1,2,7,41.9,72,93.5,0,46,58.1,100,
Garrett, Amir,607237,2017,78,15.6,36.4,16.7,58.3,2,12,44.6,33,68.8,5,32,55.4,41,
Lopez, Raffy,607257,2017,62.7,23.2,28.4,55.2,44.8,16,29,48.1,102,76.8,16,69,51.9,110,
Smith, Kevan,607345,2017,74.4,15,34.3,34.9,63.9,59,169,47.9,493,83.5,60,399,52.1,536,
Taijeron, Travis,607369,2017,59.8,22.8,15.8,55.6,44.4,10,18,46.3,114,77.2,18,79,53.7,132,
Collins, Tyler,607385,2017,67.3,24,25.3,52.9,47.1,46,87,53.2,344,76,49,204,46.8,303,
Rua, Ryan,607387,2017,61.5,28.7,30.7,52.9,46,46,87,50.4,283,70.8,49,171,49.6,278,
Bostick, Christopher,607471,2017,65.9,22.2,27.1,36.8,63.2,7,19,46.1,70,77.8,12,54,53.9,82,
Freeland, Kyle,607536,2017,62.4,39.7,35.9,39.3,53.6,11,28,40,78,52.1,29,73,60,117,
Lugo, Seth,607625,2017,73.4,27.7,30.6,54.5,36.4,6,11,36,36,66,13,47,64,64,
Pillar, Kevin,607680,2017,67.7,8.8,36.8,29.5,70.3,118,400,50.3,1088,90.7,64,728,49.7,1076,
Stallings, Jacob,607732,2017,58.1,22.2,20,16.7,83.3,1,6,49.2,30,77.8,4,18,50.8,31,
Travis, Sam,607752,2017,60.8,24.3,16.1,51.9,48.1,14,27,48.8,168,75.7,26,107,51.2,176,
Williamson, Mac,607776,2017,71.1,25.7,32.6,47.8,52.2,22,46,47,141,74.3,29,113,53,159,
Rivera, T.J.,608061,2017,71.4,14.2,34.3,33.3,66.7,45,135,50.6,394,85.8,39,275,49.4,385,
Ramirez, Jose,608070,2017,65.8,9.6,23.1,24,76,75,313,52.7,1354,90.4,77,799,47.3,1214,
Bregman, Alex,608324,2017,65.9,11.4,24.1,30,70,84,280,50.6,1160,88.6,85,746,49.4,1132,
Cecchini, Gavin,608325,2017,66.4,17.5,41.2,31.1,68.9,19,61,50.3,148,82.5,17,97,49.7,146,
Gallo, Joey,608336,2017,72.7,33.3,28.2,62.4,37.6,227,364,57.6,1290,66.7,230,690,42.4,949,
Kelly, Carson,608348,2017,60.1,11.6,23.4,27.3,72.7,9,33,49.6,141,87.2,10,86,50.4,143,
Russell, Addison,608365,2017,72.3,20.1,28.2,46.6,53.4,97,208,50,737,79.2,107,533,50,737,
Seager, Corey,608369,2017,78.4,18.8,25.6,50,50,153,306,53.5,1196,81.2,153,815,46.5,1039,
Sims, Lucas,608371,2017,61.3,36.8,40.5,41.2,47.1,7,17,57.5,42,47.4,7,19,42.5,31,
Wacha, Michael,608379,2017,68,29.4,16.9,50,35.7,7,14,39.9,83,68.2,25,85,60.1,125,
Williams, Nick,608384,2017,81.4,27.7,38.5,47.3,52.7,115,243,52.1,631,72.3,131,473,47.9,581,
Winker, Jesse,608385,2017,64.3,16.6,15.8,17.1,82.9,6,35,44.8,221,83.4,29,175,55.2,272,
Marquez, German,608566,2017,65.6,20.3,59.7,39.1,47.8,18,46,46.1,77,76.3,12,59,53.9,90,
Mazara, Nomar,608577,2017,65.4,18,30.8,38.6,61.4,162,420,55.8,1363,82,127,705,44.2,1078,
Murphy, Tom,608596,2017,71.7,26.3,34,58.8,41.2,10,17,48.5,50,73.7,10,38,51.5,53,
Jankowski, Travis,608671,2017,64.6,17.4,22.1,57.5,40,23,40,50.4,181,80.9,20,115,49.6,178,
Johnson, Micah,608672,2017,73.9,23.5,22.2,33.3,66.7,2,6,54,27,64.7,4,17,46,23,
Plawecki, Kevin,608700,2017,68.6,16.5,25.5,36.1,63.9,22,61,50,239,83.5,27,164,50,239,
Refsnyder, Rob,608701,2017,66.1,20.5,17,30,66.7,9,30,49.9,176,79.5,24,117,50.1,177,
Reynolds, Matt,608703,2017,60.3,15.4,22.9,57.6,42.4,38,66,53.8,288,84.6,23,149,46.2,247,
Stratton, Chris,608717,2017,48.1,15.4,20,40,60,2,5,48.1,25,84.6,2,13,51.9,27,
Suter, Brent,608718,2017,76.3,34.5,37.5,25,50,3,12,45.7,32,55.2,10,29,54.3,38,
Mondesi, Adalberto,609275,2017,72,19.4,37.8,61.9,31,26,42,54.4,111,77.6,13,67,45.6,93,
Garcia, Adonis,611177,2017,71,15.7,35.6,26.6,73.4,34,128,52.6,360,83.9,36,230,47.4,324,
Cordero, Franchy,614173,2017,72.6,37.7,30.1,55.2,43.1,32,58,48.1,193,62.3,57,151,51.9,208,
Barreto, Franklin,620439,2017,60,24.7,36.7,48.1,50,26,54,48.7,147,75.3,23,93,51.3,155,
Torrens, Luis,620443,2017,70.7,21,23.7,43.1,56.9,25,58,45.8,245,78,43,205,54.2,290,
Urena, Richard,620446,2017,66.7,24,29.7,52.3,45.5,23,44,48.7,148,75,25,104,51.3,156,
Robertson, Daniel,621002,2017,60.9,18.9,19.2,42.4,56.5,39,92,46.2,479,80.8,64,339,53.8,557,
Swanson, Dansby,621020,2017,66.4,17,24.6,40.6,59.4,114,281,52.3,1140,82.8,117,690,47.7,1039,
Taylor, Chris,621035,2017,68.5,17,22.2,51.2,47.5,125,244,48.9,1097,82.3,134,786,51.1,1147,
Correa, Carlos,621043,2017,64,14.6,25,35.4,64.6,93,263,55.8,1054,85.4,78,534,44.2,834,
Eflin, Zach,621107,2017,72.7,37.5,33.3,77.8,11.1,7,9,38,27,53.1,12,32,62,44,
Blach, Ty,621389,2017,57.7,26.8,24.4,45.5,54.5,10,22,42.3,90,69,19,71,57.7,123,
Phillips, Brett,621433,2017,64.8,30.9,20.5,34.1,61.4,15,44,50.6,215,69.1,42,136,49.4,210,
Buxton, Byron,621439,2017,66.7,22.1,31.9,48.7,49.4,152,312,49.3,977,74.9,148,669,50.7,1003,
Brinson, Lewis,621446,2017,62.7,28.1,32.7,54.3,45.7,19,35,51.2,107,71.9,18,64,48.8,102,
Powell, Boog,621471,2017,57.4,18.3,17,29.5,65.9,13,44,45.9,259,81.1,32,175,54.1,305,
Nido, Tomas,621512,2017,81,17.6,18.2,50,50,1,2,34.4,11,82.4,3,17,65.6,21,
Moroff, Max,621559,2017,63.3,27.4,21.3,48.4,51.6,31,64,49.1,300,72.6,54,197,50.9,311,
Wendle, Joey,621563,2017,69,15,52.9,33.3,66.7,3,9,37,17,85,3,20,63,29,
Olson, Matt,621566,2017,69,26.8,25,43.5,56.5,54,124,54.4,496,72.8,77,287,45.6,416,
Wood, Alex,622072,2017,47.5,15.5,20.6,40,50,8,20,44.3,97,60.3,9,58,55.7,122,
Thompson, Jake,622097,2017,66.7,11.1,21.1,100,0,4,4,41.3,19,72.2,2,18,58.7,27,
Maxwell, Bruce,622194,2017,61.5,17.9,21,32.8,67.2,38,116,49.2,552,82.1,63,351,50.8,571,
Mejia, Alex,622270,2017,66.4,16.9,28.1,52,48,13,25,45.4,89,80.3,12,71,54.6,107,
Bautista, Rafael,622441,2017,65.5,10.5,21.9,71.4,28.6,5,7,35.6,32,89.5,4,38,64.4,58,
Castillo, Luis,622491,2017,72.4,33.3,53.8,57.1,42.9,12,21,40.2,39,61.9,14,42,59.8,58,
Gomez, Miguel,622497,2017,77.2,15.9,37.5,52.4,47.6,11,21,49.6,56,84.1,7,44,50.4,57,
Margot, Manuel,622534,2017,63.2,16.2,27,34.9,64.4,91,261,48.5,966,83.5,105,648,51.5,1026,
Senzatela, Antonio,622608,2017,72.7,20.8,59.3,62.5,25,20,32,45,54,66.7,10,48,55,66,
Camargo, Johan,622666,2017,72.3,16.4,28.5,40.6,58.6,54,133,49.3,467,83.6,57,347,50.7,480,
Flexen, Chris,623167,2017,64.7,27.3,40,33.3,50,2,6,30.6,15,68.2,6,22,69.4,34,
Kivlehan, Patrick,623182,2017,67.1,25.1,28.3,51.2,48.8,62,121,53.8,428,74.9,62,247,46.2,368,
Santander, Anthony,623993,2017,80.3,30.6,38.9,38.1,61.9,8,21,47,54,69.4,15,49,53,61,
Lin, Tzu-Wei,624407,2017,65.4,13.5,20.3,53.3,46.7,16,30,52.1,148,83.1,12,89,47.9,136,
Arroyo, Christian,624414,2017,71.4,14.5,28.7,36.2,63.8,25,69,45.3,240,85.5,30,207,54.7,290,
Conforto, Michael,624424,2017,62.9,23.6,23.8,42.5,57.5,94,221,51.6,930,76.4,130,550,48.4,874,
Frazier, Adam,624428,2017,65.2,9.1,25.1,25.7,73.3,53,206,47.8,820,90.4,53,583,52.2,894,
Jones, Ryder,624507,2017,67.4,20.4,34.2,55.4,43.5,51,92,46.2,269,79.6,43,211,53.8,313,
Puig, Yasiel,624577,2017,69.9,17.4,26.2,41.4,58.3,122,295,53.5,1124,82.1,119,683,46.5,977,
Soler, Jorge,624585,2017,60.4,24.6,23.2,58.2,41.8,32,55,54,237,75.4,30,122,46,202,
Gohara, Luiz,627894,2017,75,40,76.9,30,40,3,10,39.4,13,40,6,15,60.6,20,
Maeda, Kenta,628317,2017,71.1,20.3,54.7,20,68.6,7,35,43.5,64,74.6,12,59,56.5,83,
Despaigne, Odrisamer,628333,2017,83.9,15.4,54.8,41.2,47.1,7,17,50,31,76.9,4,26,50,31,
Heredia, Guillermo,628338,2017,64.6,10.3,23.1,27.2,70.5,47,173,48.1,748,87,54,522,51.9,808,
Tomas, Yasmany,630111,2017,75.4,20.2,33.8,50.4,49.6,62,123,55.7,364,79.8,44,218,44.3,289,
Ervin, Phillip,640447,2017,57.8,18.9,22.8,34.6,61.5,9,26,47.1,114,81.1,14,74,52.9,128,
Frazier, Clint,640449,2017,75.4,19.2,23,63.5,34.9,40,63,49.8,274,80.8,40,208,50.2,276,
Pinder, Chad,640461,2017,74.5,20.9,27.7,58,41.4,91,157,48.6,566,79.1,93,446,51.4,599,
Anderson, Tim,641313,2017,70.4,19.3,40,46.2,52.1,195,422,50.7,1056,80.4,140,724,49.3,1028,
Asuaje, Carlos,641319,2017,68.3,15.2,23,34.7,63.9,51,147,48.6,639,84.6,70,461,51.4,675,
Bellinger, Cody,641355,2017,68.1,27.4,23.5,44.8,54.4,121,270,52.5,1151,71.9,194,708,47.5,1040,
Calhoun, Willie,641432,2017,73,10.9,31.3,40,60,10,25,55.9,80,89.1,5,46,44.1,63,
Crawford, J.P.,641487,2017,62.9,15.7,19.6,40,60,16,40,50.2,204,84.3,20,127,49.8,202,
Engel, Adam,641553,2017,66.1,27.6,29,49.7,49.2,90,181,47.7,624,70,125,453,52.3,685,
Garver, Mitch,641598,2017,56,18.5,20.4,28.6,71.4,6,21,47,103,81.5,12,65,53,116,
Kuhl, Chad,641771,2017,61.4,16.1,38.4,50,32.1,14,28,42,73,82.3,10,62,58,101,
Mancini III, Trey,641820,2017,73,22.2,31.5,41.5,58.5,156,376,53.5,1192,77.8,168,756,46.5,1035,
McMahon, Ryan,641857,2017,73.1,13.2,19.6,50,50,5,10,49.5,51,86.8,5,38,50.5,52,
Sisco, Chance,642082,2017,66,35.5,12.2,66.7,33.3,4,6,51,49,64.5,11,31,49,47,
Smith, Dominic,642086,2017,69.2,21.3,29.6,46,54,52,113,51.5,382,78.7,53,249,48.5,360,
Smith, Tyler,642094,2017,76.9,26.7,18.8,66.7,33.3,4,6,45.1,32,73.3,8,30,54.9,39,
